Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,NumberOfTrips,MonthlyIncome,NumberOfChildrenVisiting,Gender,MaritalStatus,TypeofContact,Occupation,ProductPitched,Designation,CityTier,PreferredPropertyStar,Passport,PitchSatisfactionScore,OwnCar
53.0,6.0,2,3.0,1.0,23381.0,1.0,Female,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,0,1,1
50.0,6.0,3,3.0,1.0,21347.0,1.0,Female,Divorced,Company Invited,Salaried,Deluxe,Manager,3,3.0,0,2,1
35.0,24.0,3,4.0,3.0,23216.0,1.0,Female,Unmarried,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,5,1
34.0,7.0,3,2.0,4.0,24054.0,2.0,Female,Married,Company Invited,Salaried,Deluxe,Manager,3,5.0,0,3,0
46.0,6.0,3,3.0,2.0,25453.0,1.0,Female,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,5.0,0,2,1
52.0,17.0,2,3.0,1.0,18149.0,0.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,1,1
47.0,9.0,4,6.0,5.0,35550.0,1.0,Female,Married,Self Enquiry,Large Business,Super Deluxe,AVP,3,4.0,1,5,1
44.0,15.0,3,3.0,2.0,17559.0,0.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,1,3,1
33.0,32.0,3,4.0,3.0,21473.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,5,0
25.0,34.0,2,4.0,3.0,23639.0,1.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,4,1
44.0,9.0,4,4.0,3.0,26525.0,1.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,3,0
33.0,6.0,3,3.0,2.0,28458.0,0.0,Fe Male,Unmarried,Company Invited,Salaried,Standard,Senior Manager,1,3.0,1,2,1
37.0,17.0,4,4.0,5.0,25772.0,3.0,Female,Divorced,Self Enquiry,Large Business,Standard,Senior Manager,1,3.0,0,3,0
30.0,13.0,2,4.0,2.0,17141.0,0.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,4.0,0,5,0
42.0,13.0,3,4.0,3.0,27919.0,1.0,Male,Unmarried,Self Enquiry,Small Business,Standard,Senior Manager,3,3.0,0,5,1
30.0,9.0,3,3.0,2.0,17083.0,1.0,Female,Married,Company Invited,Small Business,Basic,Executive,1,3.0,0,3,1
37.0,10.0,3,4.0,3.0,22370.0,2.0,Male,Married,Company Invited,Large Business,Basic,Executive,1,4.0,0,3,0
32.0,16.0,3,5.0,2.0,21335.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Basic,Executive,1,4.0,1,3,1
31.0,26.0,3,3.0,4.0,24824.0,0.0,Male,Divorced,Company Invited,Salaried,Standard,Senior Manager,1,3.0,0,3,1
50.0,15.0,4,5.0,3.0,23808.0,1.0,Male,Married,Company Invited,Salaried,Deluxe,Manager,1,4.0,0,1,0
34.0,9.0,4,4.0,6.0,21174.0,3.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,3,0
39.0,19.0,2,5.0,4.0,24966.0,1.0,Male,Married,Company Invited,Salaried,Deluxe,Manager,1,5.0,0,5,1
34.0,10.0,3,3.0,3.0,24713.0,2.0,Male,Married,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,1,4,0
48.0,11.0,4,4.0,5.0,21654.0,3.0,Male,Unmarried,Company Invited,Small Business,Deluxe,Manager,3,3.0,0,4,0
33.0,14.0,2,4.0,1.0,17342.0,1.0,Female,Single,Company Invited,Salaried,Basic,Executive,3,3.0,0,2,1
43.0,28.0,3,4.0,4.0,23943.0,1.0,Female,Married,Company Invited,Small Business,Deluxe,Manager,1,3.0,0,1,0
46.0,27.0,3,4.0,2.0,23528.0,1.0,Female,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,1,1
37.0,23.0,3,2.0,3.0,21421.0,1.0,Female,Unmarried,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,1,1
31.0,26.0,2,3.0,2.0,21932.0,0.0,Female,Divorced,Company Invited,Small Business,Deluxe,Manager,3,3.0,0,2,1
23.0,18.0,3,4.0,3.0,20922.0,2.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,4.0,0,1,1
39.0,11.0,3,4.0,2.0,21984.0,1.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,5,0
41.0,13.0,4,4.0,2.0,31915.0,1.0,Female,Single,Self Enquiry,Salaried,Super Deluxe,AVP,1,3.0,0,5,1
42.0,20.0,3,4.0,1.0,21244.0,0.0,Female,Single,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,3,0
33.0,11.0,3,3.0,7.0,26878.0,2.0,Female,Divorced,Company Invited,Salaried,Standard,Senior Manager,1,4.0,0,3,1
33.0,13.0,3,4.0,3.0,23688.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,5,1
37.0,10.0,2,4.0,6.0,23163.0,1.0,Male,Unmarried,Self Enquiry,Large Business,Deluxe,Manager,1,4.0,0,2,1
43.0,21.0,2,4.0,4.0,21804.0,0.0,Male,Married,Company Invited,Salaried,Deluxe,Manager,3,3.0,0,5,1
36.0,19.0,3,4.0,6.0,21134.0,0.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,1,1,1
37.0,25.0,3,2.0,6.0,22366.0,2.0,Male,Married,Company Invited,Salaried,Basic,Executive,1,3.0,0,5,1
49.0,10.0,2,4.0,3.0,33711.0,1.0,Male,Married,Self Enquiry,Small Business,King,VP,1,3.0,0,3,0
45.0,26.0,3,5.0,3.0,25851.0,0.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,1,5.0,1,3,0
29.0,9.0,3,4.0,8.0,23060.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,3,1
41.0,33.0,4,5.0,5.0,23100.0,1.0,Female,Divorced,Company Invited,Small Business,Deluxe,Manager,1,3.0,1,2,1
40.0,31.0,3,4.0,2.0,22786.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,4,1
42.0,13.0,3,1.0,7.0,17372.0,0.0,Female,Divorced,Self Enquiry,Small Business,Deluxe,Manager,1,4.0,1,1,0
33.0,10.0,3,4.0,5.0,29837.0,2.0,Female,Single,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,0,2,1
39.0,30.0,3,4.0,2.0,24423.0,2.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,3,0
36.0,6.0,2,3.0,5.0,21653.0,1.0,Female,Unmarried,Company Invited,Small Business,Deluxe,Manager,3,3.0,0,2,1
32.0,14.0,3,5.0,5.0,21007.0,2.0,Male,Divorced,Self Enquiry,Salaried,Basic,Executive,3,3.0,0,4,1
20.0,17.0,3,4.0,2.0,17600.0,2.0,Female,Single,Self Enquiry,Small Business,Basic,Executive,1,5.0,1,3,1
41.0,20.0,2,3.0,5.0,17451.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,4,1
55.0,8.0,3,4.0,1.0,17662.0,0.0,Male,Married,Self Enquiry,Large Business,Basic,Executive,1,3.0,0,5,0
25.0,7.0,4,4.0,4.0,20971.0,3.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,1,3.0,1,3,1
32.0,15.0,3,4.0,3.0,29471.0,1.0,Male,Married,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,0,3,1
36.0,11.0,3,4.0,2.0,28260.0,2.0,Male,Unmarried,Self Enquiry,Large Business,Standard,Senior Manager,3,5.0,1,4,1
30.0,34.0,3,3.0,2.0,20775.0,2.0,Female,Divorced,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,3,0
36.0,30.0,2,3.0,1.0,20674.0,1.0,Female,Married,Company Invited,Salaried,Deluxe,Manager,1,4.0,0,3,1
19.0,12.0,4,4.0,3.0,20556.0,3.0,Male,Single,Company Invited,Small Business,Basic,Executive,3,4.0,1,4,1
38.0,12.0,4,4.0,2.0,25025.0,3.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,3,1
36.0,7.0,3,5.0,8.0,20936.0,2.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,1,1
33.0,14.0,2,3.0,3.0,21392.0,0.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,3,5.0,0,5,1
35.0,6.0,3,3.0,5.0,17194.0,1.0,Male,Divorced,Company Invited,Small Business,Basic,Executive,1,5.0,0,2,0
32.0,13.0,4,2.0,6.0,24138.0,2.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,5,1
28.0,11.0,3,3.0,2.0,19908.0,0.0,Male,Single,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,3,1
29.0,9.0,4,4.0,4.0,22163.0,2.0,Male,Unmarried,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,4,0
33.0,17.0,3,4.0,3.0,24074.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,4,1
49.0,7.0,3,5.0,2.0,34080.0,1.0,Female,Married,Self Enquiry,Salaried,Super Deluxe,AVP,1,5.0,0,4,0
36.0,9.0,2,3.0,4.0,24278.0,1.0,Fe Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,4.0,1,4,0
48.0,9.0,4,4.0,7.0,23748.0,2.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,2,0
38.0,8.0,3,1.0,7.0,20980.0,2.0,Female,Single,Company Invited,Salaried,Deluxe,Manager,1,5.0,1,2,1
48.0,22.0,3,3.0,1.0,21439.0,0.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,4,1
31.0,6.0,2,3.0,2.0,17302.0,1.0,Female,Single,Company Invited,Salaried,Basic,Executive,3,4.0,1,5,1
26.0,14.0,4,5.0,3.0,21567.0,3.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,2,1
36.0,9.0,3,4.0,4.0,24440.0,2.0,Male,Married,Company Invited,Small Business,Deluxe,Manager,1,3.0,0,3,0
43.0,15.0,3,3.0,4.0,20679.0,0.0,Male,Married,Company Invited,Small Business,Deluxe,Manager,1,3.0,1,3,1
39.0,9.0,4,2.0,8.0,24658.0,3.0,Fe Male,Unmarried,Company Invited,Salaried,Deluxe,Manager,1,5.0,1,2,1
35.0,12.0,2,5.0,2.0,21646.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,5,0
51.0,14.0,2,4.0,6.0,27490.0,1.0,Male,Divorced,Self Enquiry,Salaried,Standard,Senior Manager,1,4.0,0,3,1
45.0,15.0,2,3.0,1.0,17348.0,0.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,1,4.0,0,4,1
44.0,19.0,3,5.0,3.0,33014.0,2.0,Male,Married,Self Enquiry,Salaried,Super Deluxe,AVP,1,4.0,0,3,0
41.0,15.0,4,5.0,3.0,27772.0,3.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,3.0,1,4,1
38.0,17.0,4,4.0,8.0,28726.0,3.0,Male,Married,Company Invited,Small Business,Standard,Senior Manager,1,3.0,0,3,0
51.0,35.0,4,2.0,3.0,21899.0,2.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,1,1,0
23.0,10.0,3,4.0,2.0,22849.0,2.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,1,5,1
50.0,8.0,3,3.0,2.0,32924.0,1.0,Male,Married,Company Invited,Salaried,Super Deluxe,AVP,1,5.0,0,5,1
59.0,12.0,2,3.0,1.0,17267.0,0.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,2,3.0,0,4,1
34.0,9.0,3,4.0,3.0,22278.0,1.0,Male,Divorced,Self Enquiry,Salaried,Basic,Executive,2,3.0,0,2,0
28.0,30.0,2,4.0,6.0,17028.0,0.0,Male,Single,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,2,0
52.0,9.0,3,6.0,7.0,24160.0,2.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,4.0,0,1,0
51.0,10.0,3,5.0,3.0,21361.0,2.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,3,3.0,1,4,1
31.0,6.0,3,4.0,2.0,17218.0,0.0,Male,Divorced,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,4,0
28.0,30.0,2,3.0,2.0,17408.0,0.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,4.0,1,1,0
41.0,22.0,4,5.0,3.0,29113.0,2.0,Female,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,0,1,1
48.0,9.0,4,4.0,7.0,23748.0,1.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,1,0
27.0,14.0,2,3.0,2.0,23726.0,0.0,Male,Unmarried,Company Invited,Salaried,Standard,Senior Manager,3,3.0,0,1,1
33.0,21.0,2,3.0,1.0,28610.0,0.0,Male,Divorced,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,1,5,0
28.0,26.0,4,5.0,3.0,22744.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,1,0
33.0,8.0,3,3.0,5.0,17496.0,2.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,3,0
36.0,14.0,3,4.0,1.0,17342.0,2.0,Male,Divorced,Self Enquiry,Salaried,Basic,Executive,2,5.0,0,2,1
32.0,31.0,4,5.0,3.0,25490.0,1.0,Fe Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,1,5.0,0,5,1
30.0,9.0,4,4.0,3.0,23327.0,2.0,Male,Married,Company Invited,Salaried,Deluxe,Manager,3,3.0,0,1,1
29.0,16.0,3,4.0,7.0,17404.0,0.0,Female,Single,Self Enquiry,Salaried,Basic,Executive,1,5.0,1,5,1
35.0,13.0,3,4.0,4.0,21638.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,5.0,0,2,1
31.0,13.0,3,3.0,5.0,22547.0,0.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,1,0
26.0,15.0,3,4.0,2.0,23585.0,2.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,1,1,1
29.0,7.0,3,4.0,3.0,20722.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,1,0
35.0,35.0,4,5.0,3.0,25390.0,1.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,5,1
47.0,25.0,3,4.0,4.0,23488.0,1.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,5,0
19.0,15.0,4,4.0,3.0,20582.0,1.0,Male,Single,Company Invited,Small Business,Basic,Executive,1,3.0,0,5,0
41.0,9.0,3,5.0,2.0,21020.0,1.0,Female,Single,Self Enquiry,Small Business,Basic,Executive,1,3.0,1,3,0
60.0,9.0,4,5.0,5.0,32404.0,3.0,Female,Single,Self Enquiry,Salaried,Super Deluxe,AVP,1,3.0,1,5,0
46.0,15.0,3,4.0,2.0,24619.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Standard,Senior Manager,3,3.0,0,5,1
29.0,14.0,4,4.0,5.0,25352.0,3.0,Male,Unmarried,Self Enquiry,Salaried,Basic,Executive,1,5.0,1,3,0
37.0,16.0,3,5.0,4.0,27525.0,1.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,4.0,1,4,1
44.0,6.0,2,3.0,2.0,17342.0,1.0,Male,Married,Company Invited,Small Business,Basic,Executive,1,4.0,1,3,1
34.0,7.0,3,3.0,4.0,24054.0,1.0,Female,Divorced,Company Invited,Salaried,Deluxe,Manager,3,5.0,0,3,1
50.0,10.0,3,3.0,4.0,34144.0,0.0,Male,Married,Self Enquiry,Salaried,King,VP,1,4.0,0,5,1
23.0,12.0,3,1.0,2.0,16601.0,0.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,1,3,0
57.0,21.0,4,4.0,2.0,23641.0,1.0,Female,Married,Self Enquiry,Salaried,Basic,Executive,1,4.0,1,5,1
35.0,15.0,4,2.0,3.0,25477.0,3.0,Male,Married,Self Enquiry,Large Business,Deluxe,Manager,3,3.0,0,1,0
30.0,32.0,4,5.0,7.0,21224.0,3.0,Female,Married,Self Enquiry,Large Business,Basic,Executive,1,4.0,0,3,1
29.0,6.0,2,3.0,2.0,22918.0,0.0,Female,Divorced,Company Invited,Small Business,Standard,Senior Manager,3,3.0,0,3,1
39.0,9.0,3,4.0,3.0,20380.0,2.0,Male,Divorced,Company Invited,Salaried,Basic,Executive,1,3.0,1,5,1
30.0,7.0,4,6.0,3.0,21398.0,1.0,Male,Married,Company Invited,Salaried,Basic,Executive,1,3.0,0,2,1
34.0,22.0,3,4.0,2.0,17553.0,1.0,Female,Single,Company Invited,Salaried,Basic,Executive,1,3.0,0,5,1
60.0,10.0,3,5.0,7.0,23849.0,1.0,Fe Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,3,0
28.0,9.0,3,4.0,3.0,21019.0,2.0,Female,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,3,0
19.0,6.0,3,5.0,1.0,17325.0,1.0,Female,Single,Company Invited,Large Business,Basic,Executive,3,5.0,0,3,1
39.0,9.0,2,3.0,5.0,20238.0,1.0,Female,Divorced,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,4,1
42.0,7.0,3,3.0,3.0,27070.0,2.0,Male,Divorced,Self Enquiry,Small Business,Standard,Senior Manager,3,5.0,0,3,1
52.0,28.0,4,4.0,2.0,24119.0,3.0,Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,5,0
37.0,13.0,1,3.0,5.0,28664.0,0.0,Male,Single,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,0,2,0
58.0,27.0,3,3.0,5.0,32875.0,0.0,Female,Married,Self Enquiry,Salaried,Super Deluxe,AVP,3,3.0,1,5,1
59.0,8.0,3,4.0,4.0,28726.0,0.0,Female,Single,Self Enquiry,Salaried,Super Deluxe,AVP,1,3.0,1,5,1
35.0,14.0,3,4.0,2.0,30672.0,1.0,Female,Single,Self Enquiry,Salaried,Standard,Senior Manager,1,4.0,0,5,0
36.0,24.0,4,4.0,5.0,27644.0,3.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,3,5.0,1,3,0
33.0,9.0,2,3.0,4.0,17277.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,2,4.0,1,5,0
47.0,31.0,2,3.0,3.0,23633.0,0.0,Male,Unmarried,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,0,3,1
24.0,17.0,4,2.0,3.0,22183.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,1,0
33.0,31.0,4,4.0,3.0,23987.0,3.0,Male,Married,Company Invited,Salaried,Deluxe,Manager,1,3.0,0,4,1
33.0,23.0,2,3.0,2.0,32444.0,0.0,Male,Single,Company Invited,Salaried,Super Deluxe,AVP,3,3.0,0,3,1
33.0,7.0,4,4.0,3.0,24898.0,1.0,Male,Divorced,Self Enquiry,Salaried,Deluxe,Manager,1,4.0,0,3,0
35.0,10.0,3,6.0,5.0,23437.0,2.0,Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,3,5.0,0,5,1
37.0,18.0,4,5.0,6.0,25330.0,2.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,1,1
36.0,33.0,3,4.0,3.0,27515.0,1.0,Fe Male,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,2,3.0,1,1,1
32.0,25.0,3,5.0,4.0,24610.0,2.0,Male,Married,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,0,3,1
35.0,11.0,3,3.0,1.0,23095.0,0.0,Male,Unmarried,Self Enquiry,Large Business,Standard,Senior Manager,1,4.0,0,3,0
38.0,17.0,3,2.0,3.0,32422.0,2.0,Female,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,1,1,0
35.0,11.0,3,3.0,1.0,23095.0,1.0,Male,Unmarried,Self Enquiry,Large Business,Standard,Senior Manager,1,4.0,0,3,1
55.0,24.0,2,3.0,4.0,31835.0,1.0,Female,Single,Self Enquiry,Salaried,Super Deluxe,AVP,3,4.0,0,2,0
29.0,31.0,3,4.0,3.0,21086.0,1.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,4.0,1,1,0
50.0,16.0,3,4.0,7.0,25496.0,2.0,Male,Unmarried,Self Enquiry,Large Business,Standard,Senior Manager,1,3.0,0,5,0
31.0,6.0,3,1.0,2.0,22446.0,2.0,Female,Unmarried,Company Invited,Salaried,Standard,Senior Manager,1,4.0,0,3,1
31.0,8.0,2,3.0,1.0,18067.0,0.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,3,3.0,0,4,1
46.0,33.0,3,5.0,3.0,23063.0,1.0,Male,Married,Company Invited,Small Business,Deluxe,Manager,3,5.0,0,3,0
36.0,12.0,2,3.0,1.0,18210.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,5,1
36.0,7.0,3,5.0,8.0,20936.0,2.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,2,1
30.0,28.0,2,3.0,5.0,17132.0,1.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,2,0
35.0,9.0,2,4.0,2.0,16281.0,1.0,Male,Divorced,Company Invited,Salaried,Basic,Executive,1,3.0,0,2,1
40.0,10.0,2,3.0,2.0,34033.0,1.0,Female,Married,Self Enquiry,Small Business,King,VP,1,3.0,0,5,1
36.0,18.0,4,5.0,4.0,28562.0,2.0,Male,Divorced,Company Invited,Small Business,Standard,Senior Manager,1,5.0,1,5,1
38.0,9.0,2,3.0,4.0,17821.0,0.0,Male,Married,Company Invited,Salaried,Basic,Executive,1,3.0,0,3,1
28.0,24.0,3,4.0,2.0,21736.0,1.0,Male,Divorced,Self Enquiry,Large Business,Basic,Executive,1,4.0,1,4,1
49.0,13.0,4,5.0,4.0,22918.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,2,0
56.0,12.0,2,1.0,1.0,28212.0,0.0,Female,Married,Company Invited,Salaried,Super Deluxe,AVP,3,5.0,0,3,1
59.0,30.0,3,4.0,3.0,21050.0,2.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,3,1
35.0,22.0,2,1.0,1.0,17426.0,1.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,4.0,0,4,1
29.0,10.0,4,4.0,3.0,21534.0,1.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,3,4.0,0,1,1
30.0,34.0,4,4.0,6.0,23013.0,2.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,1,0
50.0,6.0,3,3.0,4.0,34517.0,0.0,Female,Married,Self Enquiry,Small Business,King,VP,3,3.0,0,1,1
30.0,9.0,2,3.0,6.0,17657.0,0.0,Female,Single,Self Enquiry,Large Business,Basic,Executive,1,5.0,1,4,0
36.0,7.0,4,4.0,6.0,20872.0,2.0,Male,Married,Company Invited,Small Business,Basic,Executive,1,5.0,0,1,0
29.0,12.0,3,4.0,3.0,22119.0,1.0,Male,Unmarried,Self Enquiry,Large Business,Basic,Executive,1,3.0,1,2,1
29.0,8.0,3,3.0,1.0,17703.0,0.0,Male,Divorced,Self Enquiry,Salaried,Basic,Executive,1,4.0,0,4,0
54.0,8.0,2,3.0,1.0,28549.0,0.0,Female,Divorced,Self Enquiry,Large Business,Standard,Senior Manager,1,3.0,0,4,1
41.0,8.0,3,4.0,3.0,21811.0,0.0,Female,Unmarried,Company Invited,Salaried,Deluxe,Manager,1,3.0,1,2,0
43.0,36.0,4,4.0,4.0,23234.0,2.0,Female,Married,Company Invited,Salaried,Deluxe,Manager,1,3.0,0,3,1
42.0,6.0,3,3.0,4.0,17576.0,2.0,Female,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,3,0
33.0,11.0,3,4.0,4.0,22609.0,1.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,3,4.0,0,3,1
35.0,10.0,3,5.0,5.0,21657.0,1.0,Male,Married,Company Invited,Salaried,Basic,Executive,1,3.0,0,1,0
35.0,15.0,4,4.0,5.0,24820.0,2.0,Fe Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,4,1
40.0,31.0,2,4.0,3.0,24094.0,1.0,Male,Unmarried,Self Enquiry,Small Business,Standard,Senior Manager,3,4.0,1,5,0
29.0,24.0,2,4.0,2.0,17389.0,0.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,1,3.0,1,3,0
31.0,32.0,3,4.0,2.0,23414.0,2.0,Female,Married,Company Invited,Large Business,Deluxe,Manager,3,3.0,1,3,1
36.0,11.0,2,3.0,5.0,23008.0,1.0,Female,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,5.0,0,4,1
27.0,8.0,2,3.0,3.0,17580.0,1.0,Male,Single,Company Invited,Small Business,Basic,Executive,1,3.0,0,3,0
27.0,7.0,3,4.0,3.0,25075.0,2.0,Female,Married,Company Invited,Salaried,Deluxe,Manager,1,4.0,0,5,1
32.0,14.0,2,3.0,2.0,23998.0,1.0,Fe Male,Unmarried,Company Invited,Small Business,Standard,Senior Manager,3,3.0,0,4,1
38.0,6.0,2,3.0,1.0,17991.0,1.0,Male,Married,Company Invited,Salaried,Basic,Executive,2,4.0,1,1,1
38.0,13.0,4,4.0,6.0,20751.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,2,5.0,1,2,1
48.0,26.0,2,3.0,5.0,17259.0,0.0,Male,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,1,1
25.0,14.0,3,4.0,3.0,21564.0,1.0,Female,Divorced,Company Invited,Salaried,Basic,Executive,1,3.0,1,4,0
46.0,14.0,4,4.0,3.0,23888.0,3.0,Male,Married,Company Invited,Salaried,Standard,Senior Manager,1,5.0,0,2,1
60.0,22.0,2,3.0,1.0,20405.0,0.0,Male,Single,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,0,4,1
31.0,9.0,3,4.0,2.0,21242.0,1.0,Female,Single,Company Invited,Small Business,Basic,Executive,1,3.0,0,4,1
33.0,16.0,3,4.0,2.0,22878.0,1.0,Female,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,5.0,0,4,1
20.0,29.0,3,4.0,3.0,20353.0,1.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,3,3.0,1,1,1
41.0,16.0,3,4.0,2.0,32177.0,2.0,Female,Single,Company Invited,Small Business,Standard,Senior Manager,1,3.0,0,4,1
29.0,13.0,3,4.0,7.0,17532.0,1.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,5,1
37.0,15.0,4,5.0,2.0,21020.0,3.0,Male,Divorced,Self Enquiry,Salaried,Basic,Executive,2,5.0,0,2,1
41.0,16.0,3,4.0,2.0,24151.0,2.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,0,3,1
36.0,14.0,3,2.0,1.0,26713.0,0.0,Female,Divorced,Company Invited,Salaried,Standard,Senior Manager,1,5.0,0,3,0
31.0,12.0,3,2.0,5.0,20460.0,2.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,5,1
50.0,9.0,2,4.0,2.0,17683.0,0.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,3,3.0,1,4,0
